0.109971,2.707967,0.968867,-0.107237,-0.032202,0.985225,0.129595,-0.001775,-0.003566,-0.022149,0.490538,-0.070713,0.015138,0.000695,-0.486068,0.625095,-0.398420,-0.084691,0.335342,-0.619120,-1.199141,0.490467,-0.348099,0.220386,-0.984543
0.059244,2.725827,0.974653,-0.108537,-0.030945,0.985871,0.123779,0.005707,0.014209,-0.003955,0.533031,0.017364,0.014587,0.018676,-0.467009,0.435047,-0.394581,-0.106616,0.316674,-0.661131,-1.305057,0.541197,-0.360269,0.193272,-1.004008
0.008869,2.743752,0.969484,-0.110313,-0.032541,0.987052,0.111805,-0.001426,0.037368,-0.016877,0.645620,0.051774,0.011259,0.037427,-0.458356,0.336269,-0.414366,-0.123203,0.309806,-0.695076,-1.394831,0.567768,-0.370155,0.184214,-1.022410
-0.041296,2.760880,0.953356,-0.108778,-0.034416,0.988469,0.099556,-0.004182,0.058951,-0.047608,0.805493,0.011383,-0.017137,0.054356,-0.457777,0.335617,-0.376003,-0.124052,0.314593,-0.713453,-1.471944,0.563433,-0.380095,0.191581,-1.031367
-0.089075,2.776540,0.929079,-0.105961,-0.034441,0.989874,0.087957,-0.000444,0.076950,-0.095356,0.988586,-0.094263,-0.029613,0.056707,-0.509091,0.564597,-0.422058,-0.103997,0.323600,-0.694448,-1.525713,0.528996,-0.390879,0.213378,-1.046656
-0.134094,2.791284,0.905883,-0.108697,-0.029745,0.990596,0.077591,0.002877,0.086425,-0.175435,1.164723,-0.209094,-0.055576,0.052658,-0.552304,0.747613,-0.529314,-0.063255,0.322417,-0.632553,-1.523736,0.430714,-0.408635,0.275543,-1.033155
-0.177869,2.802176,0.891371,-0.124357,-0.026677,0.989297,0.071519,0.005191,0.085321,-0.299309,1.295897,-0.291143,-0.052523,0.054514,-0.550599,0.808165,-0.624900,-0.014368,0.336345,-0.548525,-1.484220,0.265752,-0.420683,0.396482,-1.032111
-0.222849,2.812265,0.889578,-0.120702,-0.026984,0.990925,0.052627,-0.006021,0.081581,-0.394076,1.358833,-0.341133,-0.059551,0.057177,-0.477923,0.804604,-0.656558,0.066124,0.361584,-0.472215,-1.434558,0.125075,-0.404764,0.504610,-1.051605
-0.277898,2.823659,0.899789,-0.116249,-0.032292,0.992326,0.027047,-0.023094,0.082035,-0.422534,1.291107,-0.408934,-0.073923,0.073476,-0.366919,0.725080,-0.632197,0.149808,0.413328,-0.407688,-1.398381,0.029314,-0.362734,0.559154,-1.120926
-0.326297,2.826880,0.917878,-0.114075,-0.035732,0.992807,-0.006606,-0.060052,0.050346,-0.474291,1.183345,-0.480003,-0.095611,0.080956,-0.256705,0.625546,-0.546156,0.224397,0.470542,-0.364881,-1.365800,-0.029387,-0.327655,0.575858,-1.212725
-0.376050,2.825695,0.939415,-0.110282,-0.039062,0.992450,-0.036820,-0.095527,0.008926,-0.494401,1.003762,-0.491030,-0.134057,0.077174,-0.154184,0.544889,-0.399205,0.307682,0.518915,-0.324034,-1.357845,-0.073498,-0.304754,0.591495,-1.298606
-0.428002,2.823826,0.958372,-0.104261,-0.042585,0.991437,-0.066091,-0.118460,-0.026091,-0.479512,0.779939,-0.481795,-0.171302,0.069637,-0.064051,0.488202,-0.254073,0.380997,0.556970,-0.285999,-1.342365,-0.099787,-0.288461,0.595144,-1.387083
-0.479315,2.820755,0.970317,-0.099847,-0.047776,0.989957,-0.087942,-0.120889,-0.053660,-0.449105,0.539720,-0.451012,-0.188006,0.059653,-0.008620,0.487913,-0.109961,0.440497,0.586510,-0.239178,-1.340505,-0.123346,-0.278878,0.602829,-1.468767
-0.530244,2.817820,0.972402,-0.103704,-0.052185,0.987445,-0.107122,-0.106129,-0.084893,-0.438181,0.367718,-0.418525,-0.194762,0.042617,-0.006542,0.558082,0.014531,0.470491,0.604443,-0.201669,-1.348339,-0.132022,-0.270200,0.593695,-1.522140
-0.581559,2.816071,0.963549,-0.105559,-0.053477,0.985654,-0.120350,-0.074207,-0.121681,-0.444986,0.322702,-0.408130,-0.184921,0.017639,-0.023848,0.669735,0.112502,0.486735,0.609425,-0.182244,-1.356670,-0.124565,-0.265800,0.583433,-1.541639
-0.633080,2.815049,0.944074,-0.106940,-0.055611,0.984099,-0.130460,-0.066197,-0.137706,-0.464417,0.372786,-0.382530,-0.173135,-0.011535,-0.056984,0.813696,0.129427,0.473468,0.609647,-0.187102,-1.365813,-0.111108,-0.264724,0.571700,-1.519895
-0.682494,2.812470,0.915031,-0.105347,-0.058450,0.982851,-0.139602,-0.063110,-0.151078,-0.508677,0.560854,-0.364050,-0.171842,-0.055308,-0.102035,0.986573,0.018955,0.437421,0.610245,-0.221773,-1.383853,-0.087997,-0.269663,0.558557,-1.457671
-0.728019,2.805501,0.888424,-0.111044,-0.064710,0.981039,-0.145066,-0.102218,-0.158285,-0.573942,0.766641,-0.458795,-0.170033,-0.104725,-0.179602,1.150581,-0.102873,0.341807,0.611713,-0.301340,-1.409993,-0.069903,-0.275185,0.553927,-1.340268
-0.771694,2.799787,0.874707,-0.115761,-0.067351,0.977311,-0.164095,-0.120716,-0.161825,-0.552945,0.827020,-0.548289,-0.157012,-0.127845,-0.273678,1.270803,-0.217396,0.164816,0.593764,-0.467685,-1.396974,-0.004946,-0.287467,0.519052,-1.199964
-0.814291,2.791288,0.874352,-0.117427,-0.068084,0.973405,-0.184547,-0.146891,-0.156262,-0.492122,0.820423,-0.609204,-0.145340,-0.146473,-0.382269,1.340005,-0.304831,-0.017273,0.530865,-0.635026,-1.383201,0.098026,-0.317342,0.469040,-1.111326
-0.858137,2.780778,0.886771,-0.121312,-0.069017,0.970449,-0.196845,-0.135643,-0.138112,-0.408593,0.744283,-0.575550,-0.122596,-0.153213,-0.475871,1.309187,-0.363960,-0.148595,0.453326,-0.738319,-1.428487,0.210805,-0.351414,0.420136,-1.088335
-0.904022,2.769438,0.907041,-0.124517,-0.070725,0.969157,-0.200570,-0.110395,-0.110283,-0.312594,0.639669,-0.496973,-0.084104,-0.141925,-0.545450,1.196679,-0.393672,-0.245137,0.386659,-0.814066,-1.488724,0.312603,-0.383145,0.379046,-1.093246
-0.950311,2.757016,0.929834,-0.126354,-0.071689,0.968100,-0.204151,-0.079686,-0.085522,-0.230920,0.557964,-0.370070,-0.042246,-0.124731,-0.582380,1.015628,-0.413924,-0.306846,0.329855,-0.855197,-1.560140,0.402859,-0.408082,0.330511,-1.102926
-0.999520,2.740563,0.950267,-0.129791,-0.071993,0.966844,-0.207807,-0.069194,-0.071517,-0.153728,0.481243,-0.226674,-0.000482,-0.116640,-0.590649,0.785626,-0.416896,-0.340430,0.285666,-0.860225,-1.631245,0.469265,-0.425196,0.295346,-1.108834
